core_id,gt_filename,pr_filename,tp_green,fp_orange,fn_red,tn_black,total_pixels
275_web_03,045_275_web_03.jpg,275_web_03_jpg.rf.daa1255cb6d4f483672e0af61dc5fd00.png,17014,32998,10,359578,409600
423_153055_220nopv,046_423_153055_220nopv.jpg,423_153055_220nopv_jpg.rf.78ce802ac8d324dd4a55f9d7c8c12e53.png,0,0,0,409600,409600
322_148730_154nopv,047_322_148730_154nopv.jpg,322_148730_154nopv_jpg.rf.0c20bdf298d53d1692c96bce7535f28d.png,0,0,0,409600,409600
240_web_01,048_240_web_01.jpg,240_web_01_jpg.rf.f5f0d78ac430efe7e349ee214b16a471.png,93024,8285,529,307762,409600
308_web_02,049_308_web_02.jpg,308_web_02_jpg.rf.dfadbaa8a750803c95e82a5b1e56b73a.png,42341,9140,650,357469,409600
310_web_01,050_310_web_01.jpg,310_web_01_jpg.rf.81f98d4433d5ef3bb43497ec4870e6c8.png,194893,106511,1257,106939,409600
271_web_01,051_271_web_01.jpg,271_web_01_jpg.rf.52ca19775f84c130ee911bd86e604de1.png,64266,2409,15147,327778,409600
367_150283_169nopv,052_367_150283_169nopv.jpg,367_150283_169nopv_jpg.rf.cba345c597210e221dc44b262a460eb7.png,0,0,0,409600,409600
263_gsv_00,053_263_gsv_00.jpg,263_gsv_00_jpg.rf.b71a76a1b18442b89148d63c559002f1.png,420,0,24083,385097,409600
326_148853_156nopv,054_326_148853_156nopv.jpg,326_148853_156nopv_jpg.rf.19047dc4876cc006ae8d43903e047bb5.png,0,0,0,409600,409600
370_150625_172nopv,055_370_150625_172nopv.jpg,370_150625_172nopv_jpg.rf.805c132828b141da2d2884422a16fab6.png,0,0,0,409600,409600
336_149099_159nopv,056_336_149099_159nopv.jpg,336_149099_159nopv_jpg.rf.ab27a8aee1a3a361b0f2b541a5a9839a.png,0,0,0,409600,409600
263_web_02,057_263_web_02.jpg,263_web_02_jpg.rf.27c8b5e988472de8eb06b7624f0bbb8c.png,59295,12043,2896,335366,409600
275_web_01,058_275_web_01.jpg,275_web_01_jpg.rf.ef978eaa6f278d35d97bde3781eba2b8.png,85449,15770,781,307600,409600
185_web_00,059_185_web_00.jpg,185_web_00_jpg.rf.40077f9172d1c660c50e41e3ebf5e9ca.png,58474,7656,2930,340540,409600
254_gsv_00,060_254_gsv_00.jpg,254_gsv_00_jpg.rf.0f3a80ad8bd63490f36c2e3a53377a22.png,93717,3207,326,312350,409600
271_web_02,061_271_web_02.jpg,271_web_02_jpg.rf.0cd9f533b758985329a52f6c9ed69760.png,85969,2372,355,320904,409600
93,062_93.jpg,93_jpg.rf.f70be11a1a6715ae40845ab07e49e5a8.png,0,0,0,409600,409600
271_web_03,063_271_web_03.jpg,271_web_03_jpg.rf.1889ef85b055cf16cb8eb1570c04f922.png,41590,1872,502,365636,409600
396_151360_181nopv,064_396_151360_181nopv.jpg,396_151360_181nopv_jpg.rf.b6f906f402ab0a2d9ca9ea4cdea4e68c.png,0,0,0,409600,409600
271_web_04,065_271_web_04.jpg,271_web_04_jpg.rf.6cb686f80c8c5b3a373c9062b5f64c0a.png,68043,20547,542,320468,409600
287_147768_136nopv,066_287_147768_136nopv.jpg,287_147768_136nopv_jpg.rf.58f1d3dc7980c5d1e96ed8f577e82745.png,0,384,0,409216,409600
89,067_89.jpg,89_jpg.rf.2e4229a434fc489540a1da7bafca76c7.png,0,0,0,409600,409600
383_web_03,068_383_web_03.jpg,383_web_03_jpg.rf.a28a20425b824a965cfe9ac8ce82355b.png,114939,14230,1122,279309,409600
4015_302017832_184nopv,069_4015_302017832_184nopv.jpg,4015_302017832_184nopv_jpg.rf.74fd082eeffcf059081cec456e4ffee5.png,0,0,0,409600,409600
310_web_99,070_310_web_99.jpg,310_web_99_jpg.rf.a34389678a8933b3e82c1a89f88a2234.png,135797,119750,5916,148137,409600
275_gsv_00,071_275_gsv_00.jpg,275_gsv_00_jpg.rf.b28354af6cc4c6c847cd8017c5b158ef.png,0,314,26492,382794,409600
392_151337_179nopv,072_392_151337_179nopv.jpg,392_151337_179nopv_jpg.rf.1ccb05b42f45d348a1f8fe4dbc998a83.png,0,0,0,409600,409600
454_153637_267nopv,073_454_153637_267nopv.jpg,454_153637_267nopv_jpg.rf.9fcddcef67aa6b23c40a37725d62d91f.png,0,0,0,409600,409600
311_gsv_00,074_311_gsv_00.jpg,311_gsv_00_jpg.rf.7e803dece1e402875279afb234161122.png,29010,12747,11130,356713,409600
451_153399_265nopv,075_451_153399_265nopv.jpg,451_153399_265nopv_jpg.rf.e961f597ab01ad87c628ed56561bd378.png,0,0,0,409600,409600
20,076_20.jpg,20_jpg.rf.1c673dee0dc2d314644a54d4b194044c.png,0,238053,0,171547,409600
46,077_46.jpg,46_jpg.rf.f4163e71c399d370278113750ba977bb.png,0,0,0,409600,409600
401_151818_185nopv,078_401_151818_185nopv.jpg,401_151818_185nopv_jpg.rf.eee26fb5d279cb568f43a1b6ff53c306.png,0,0,0,409600,409600
060_gsv_00,079_060_gsv_00.jpg,060_gsv_00_jpg.rf.a534a7484295281ad0684fe88bb23167.png,59141,23625,8410,318424,409600
311_web_01,080_311_web_01.jpg,311_web_01_jpg.rf.f3b7a0f748aaf8feecb91d1da1ac3c70.png,0,0,54179,355421,409600
098_gsv_00,081_098_gsv_00.jpg,098_gsv_00_jpg.rf.fbd55a0d6a6496bacc825087addce6f7.png,42477,2764,12,364347,409600
090_web_01,082_090_web_01.jpg,090_web_01_jpg.rf.933fcb730db8cb2a6139872f4b509afa.png,20621,32556,917,355506,409600
383_web_04,083_383_web_04.jpg,383_web_04_jpg.rf.3acc7b27c6e23decad64c0dc04a11b88.png,91956,9049,217,308378,409600
233_145502_104nopv,084_233_145502_104nopv.jpg,233_145502_104nopv_jpg.rf.6272b312b8f92ffdd52daee2509a01e9.png,0,0,0,409600,409600
2286_2373097_095nopv,085_2286_2373097_095nopv.jpg,2286_2373097_095nopv_jpg.rf.961e8c9f87e4d43ce6dcfbb80e2bf0e4.png,0,0,0,409600,409600
2359_2373584_106nopv,086_2359_2373584_106nopv.jpg,2359_2373584_106nopv_jpg.rf.fc687aab861dae88f753c64b35122e37.png,0,0,0,409600,409600
238_gsv_00,087_238_gsv_00.jpg,238_gsv_00_jpg.rf.1079a3ecaa9c1654aa573327217d05cc.png,1525,0,25878,382197,409600
309_148444_147nopv,088_309_148444_147nopv.jpg,309_148444_147nopv_jpg.rf.77d0acb04124636733442af666c6997f.png,0,0,0,409600,409600
2024_174125_021nopv,089_2024_174125_021nopv.jpg,2024_174125_021nopv_jpg.rf.9da74b43799b5bff8a8603bf3e23efec.png,0,0,0,409600,409600
306_148329_145nopv,090_306_148329_145nopv.jpg,306_148329_145nopv_jpg.rf.22380d57a9f8b51e8075ca4ce011bb35.png,0,0,0,409600,409600
185_gsv_00,091_185_gsv_00.jpg,185_gsv_00_jpg.rf.1a923e04646031b95d92f9b2408e6d2c.png,104115,1807,12877,290801,409600
237_web_01,092_237_web_01.jpg,237_web_01_jpg.rf.a334823a7ec7668de210f04b3c97d50d.png,38961,1866,253,368520,409600
240_web_00,093_240_web_00.jpg,240_web_00_jpg.rf.1542f348feb079b0da2c1e2634d2be4b.png,130106,4650,3381,271463,409600
161_web_02,094_161_web_02.jpg,161_web_02_jpg.rf.326231c4f0c5a5db098153fb4a55a456.png,15064,50506,349,343681,409600
0,095_0.jpg,0_jpg.rf.e7fb12646e7f85bb25dbc8c4852d30a9.png,0,0,0,409600,409600
2188_2369470_066nopv,096_2188_2369470_066nopv.jpg,2188_2369470_066nopv_jpg.rf.9b105c4f880c353d6857655f4bbfaca7.png,0,0,0,409600,409600
014_gsv_00,097_014_gsv_00.jpg,014_gsv_00_jpg.rf.77ba19eafadda66e595e6e5e2d034b95.png,21713,19919,251,367717,409600
2034_174247_026nopv,098_2034_174247_026nopv.jpg,2034_174247_026nopv_jpg.rf.7fa0f3a5deb170a5e992fd1ca21f7107.png,0,0,0,409600,409600
102,099_102.jpg,102_jpg.rf.58a2478ef87c25f79f1f00abcbca40a6.png,0,8809,0,400791,409600
035_web_00,100_035_web_00.jpg,035_web_00_jpg.rf.d74c7e9b8b50701addc672ab754baed2.png,20059,36841,894,351806,409600
021_web_00,101_021_web_00.jpg,021_web_00_jpg.rf.b99a633673138ed4ecebeb45876c15eb.png,37815,56658,7050,308077,409600
210_web_01,102_210_web_01.jpg,210_web_01_jpg.rf.98cf053f149af2afae9034ff58091268.png,29808,10232,13361,356199,409600
223_web_00,103_223_web_00.jpg,223_web_00_jpg.rf.ebb51d7919481a6811fa31c3ef8f7a10.png,89171,7524,2571,310334,409600
098_web_00,104_098_web_00.jpg,098_web_00_jpg.rf.63db886993e593ff73843a3dd23dab7a.png,42719,771,332,365778,409600
